date,cash,equity,dividendCash,cumulativeDividends,holdings,top3,pendingSwapBuy,pendingSwapSell,positionValue,kospiClose,kospiValue
2002-07-02,3382474.8011381067,16077212.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,lg_chem,lg_elec",,,12694738.0,746.23,9060257.639959691
2002-07-03,3382474.8011381067,15838862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_eandc,hyundai_motor_3pref,hyundai_motor",,,12456388.0,753.36,9146825.637725677
2002-07-04,3382474.8011381067,15856862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,lg_chem",,,12474388.0,768.74,9333559.972317668
2002-07-05,3382474.8011381067,15946862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,lg_chem",,,12564388.0,787.83,9565338.805045955
2002-07-08,3382474.8011381067,15946862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,lg_chem",,,12564388.0,783.35,9510945.448805897
2002-07-09,3382474.8011381067,15982862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,lg_chem",hyundai_motor,hyundai_motor_3pref,12600388.0,801.99,9737260.663161857
2002-07-10,3382474.8011381067,15856862.801138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,amore_holdings,lg_elec",hyundai_motor,hyundai_motor_3pref,12474388.0,794.71,9648871.45927176
2002-07-11,2426616.3011381067,15491854.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,amore_holdings",hyundai_motor_3pref,hyundai_motor,13065238.0,764.88,9286694.268057259
2002-07-12,2426616.3011381067,15491854.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor,yuhwa_sec","hyundai_motor_3pref,lg_chem,amore_holdings",hyundai_motor_3pref,hyundai_motor,13065238.0,792.93,9627259.813265665
2002-07-15,2192012.3011381067,15134000.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,lg_chem",,,12941988.0,783.52,9513009.48241322
2002-07-16,2192012.3011381067,15046800.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,lg_chem,amore_holdings",,,12854788.0,771.45,9366463.096293239
2002-07-18,2192012.3011381067,15003200.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,amore_holdings",,,12811188.0,773.85,9395602.394278985
2002-07-19,2192012.3011381067,15090400.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,hyundai_motor,amore_holdings",,,12898388.0,754.62,9162123.769168194
2002-07-22,2192012.3011381067,15011000.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_eandc,hyundai_motor_3pref,daishin_sec",,,12818988.0,720.9,8752716.632468462
2002-07-23,2192012.3011381067,15381600.301138107,0.0,0.0,"hyundai_eandc,hyundai_motor_3pref,yuhwa_sec","hyundai_motor_3pref,lg_chem,lg_elec",,,13189588.0,743.52,9027354.51598412
